시군구	아파트	억대	매매가
서초구	서초구 반포동 반포푸르지오 59㎡(계/2/1)	20	200000
서초구	서초구 반포동 반포푸르지오 59㎡(계/3/1)	20	200000
서초구	서초구 반포동 반포미도2차 59㎡(복/2/1)	19.5	199500
서초구	서초구 방배동 방배아트자이 59㎡(계/3/2)	19.5	199000
서초구	서초구 잠원동 반포한신타워 59㎡(복/2/1)	19.5	198000
송파구	송파구 가락동 헬리오시티 59㎡(계/3/2)	19.5	195000
강남구	강남구 역삼동 동부센트레빌 59㎡(계/3/1)	19.5	195000
종로구	종로구 홍파동 경희궁자이2단지 59㎡(계/3/2)	19.5	195000
송파구	송파구 신천동 파크리오 59㎡(계/3/2)	19	194500
동작구	동작구 흑석동 아크로리버하임 59㎡(계/3/2)	19	193000
강동구	강동구 둔촌동 올림픽파크포레온 59㎡(계/3/2)	18.5	189900
서초구	서초구 방배동 방배서리풀e편한세상 59㎡(계/3/1)	18.5	189500
영등포구	영등포구 여의도동 시범 60㎡(복/2/1)	18.5	188000
강남구	강남구 대치동 대치현대 59㎡(복/2/1)	18.5	187000
용산구	용산구 이촌동 한강대우 60㎡(계/3/1)	18.5	185000
강남구	강남구 삼성동 삼성롯데 59㎡(계/3/1)	18.5	185000
성동구	성동구 성수동2가 서울숲힐스테이트 57㎡(계/3/2)	18.5	185000
강남구	강남구 삼성동 풍림1차 59㎡(계/3/1)	18.5	185000
강남구	강남구 삼성동 서광 59㎡(계/3/1)	18	180000
양천구	양천구 목동 목동신시가지7단지 59㎡(복/2/1)	18	180000
마포구	마포구 용강동 래미안마포리버웰 59㎡(계/3/2)	18	180000
강남구	강남구 일원동 청솔빌리지 59㎡(복/3/1)	18	180000
용산구	용산구 이촌동 한가람 59㎡(복/3/1)	17.5	178000
마포구	마포구 용강동 e편한세상마포리버파크 59㎡(계/3/2)	17.5	178000
성동구	성동구 옥수동 e편한세상옥수파크힐스 59㎡(계/3/2)	17.5	176000
종로구	종로구 평동 경희궁자이3단지 59㎡(계/3/2)	17.5	175000
광진구	광진구 자양동 롯데캐슬리버파크시그니처 59㎡(계/3/2)	17.5	175000
중구	중구 입정동 힐스테이트세운센트럴1단지(주상복합) 59㎡(계/3/2)	17.5	175000
성동구	성동구 행당동 서울숲리버뷰자이 59㎡(계/3/2)	17	174500
강남구	강남구 수서동 삼성 59㎡(계/3/1)	17	174000
광진구	광진구 광장동 광장힐스테이트 59㎡(계/3/2)	17	172000
용산구	용산구 이촌동 이촌코오롱 59㎡(복/3/1)	17	170000
강남구	강남구 개포동 대청 60㎡(복/2/1)	17	170000
강남구	강남구 청담동 삼성청담공원 59㎡(복/3/1)	17	170000
송파구	송파구 신천동 미성 59㎡(복/2/1)	17	170000
동작구	동작구 사당동 이수푸르지오더프레티움 59㎡(계/3/2)	17	170000
마포구	마포구 염리동 마포프레스티지자이 59㎡(계/3/2)	16.5	168000
서초구	서초구 서초동 우성5차 59㎡(복/2/1)	16.5	167000
용산구	용산구 이촌동 북한강(성원) 59㎡(계/3/1)	16.5	165000
성동구	성동구 옥수동 래미안옥수리버젠 59㎡(계/3/2)	16.5	165000
용산구	용산구 이촌동 강촌 59㎡(복/3/1)	16.5	165000
강남구	강남구 삼성동 한솔 58㎡(복/2/1)	16.5	165000
서초구	서초구 방배동 방배현대홈타운1차 59㎡(복/2/1)	16	163000
마포구	마포구 대흥동 마포그랑자이 59㎡(계/3/2)	16	163000
강남구	강남구 도곡동 경남 59㎡(복/3/1)	16	162000
강남구	강남구 일원동 푸른마을 59㎡(복/3/1)	16	162000
용산구	용산구 이촌동 현대한강 59㎡(계/3/1)	16	160000
마포구	마포구 신수동 신촌숲아이파크 59㎡(계/3/2)	16	160000
용산구	용산구 효창동 용산롯데캐슬센터포레 59㎡(계/3/2)	16	160000
강남구	강남구 자곡동 래미안포레 59㎡(계/3/2)	16	160000
마포구	마포구 아현동 마포래미안푸르지오 59㎡(계/3/2)	15.5	159000
용산구	용산구 신계동 용산e편한세상 59㎡(계/3/2)	15.5	159000
마포구	마포구 아현동 공덕자이 59㎡(계/3/2)	15.5	159000
송파구	송파구 풍납동 잠실올림픽공원아이파크 59㎡(계/3/2)	15.5	158000
동작구	동작구 흑석동 롯데캐슬에듀포레 59㎡(계/3/2)	15.5	157000
성동구	성동구 금호동1가 e편한세상금호파크힐스 59㎡(계/3/2)	15.5	157000
동작구	동작구 흑석동 흑석자이 59㎡(계/3/2)	15.5	157000
동작구	동작구 본동 래미안트윈파크 59㎡(계/3/2)	15.5	157000
마포구	마포구 아현동 마포더클래시 59㎡(계/3/2)	15.5	155000
성동구	성동구 금호동4가 서울숲푸르지오2차 59㎡(계/3/2)	15.5	155000
송파구	송파구 가락동 래미안파크팰리스 59㎡(계/3/2)	15.5	155000
영등포구	영등포구 당산동5가 당산센트럴아이파크 59㎡(계/3/2)	15.5	155000
강남구	강남구 수서동 강남데시앙포레 59㎡(계/3/2)	15	154000
성동구	성동구 성수동1가 서울숲대림 59㎡(복/3/1)	15	152000
강남구	강남구 수서동 삼익 60㎡(복/2/1)	15	151000
마포구	마포구 현석동 래미안웰스트림 59㎡(계/3/2)	15	150000
용산구	용산구 이촌동 이촌우성 58㎡(복/2/1)	15	150000
용산구	용산구 이촌동 대림 59㎡(복/2/1)	15	150000
성동구	성동구 성수동1가 한진타운 59㎡(복/3/1)	15	150000
중구	중구 만리동2가 서울역센트럴자이 59㎡(계/3/2)	15	150000
성동구	성동구 금호동2가 신금호파크자이 59㎡(계/3/2)	15	150000
성동구	성동구 하왕십리동 텐즈힐1 59㎡(계/3/2)	15	150000
강남구	강남구 자곡동 강남한양수자인 59㎡(계/3/2)	15	150000
마포구	마포구 신공덕동 브라운스톤공덕 59㎡(계/3/2)	15	150000
마포구	마포구 공덕동 래미안공덕5차 59㎡(계/3/2)	15	150000
성동구	성동구 금호동4가 힐스테이트서울숲리버 59㎡(계/3/2)	15	150000
동작구	동작구 흑석동 흑석한강푸르지오 59㎡(계/3/2)	15	150000
강남구	강남구 수서동 동익 60㎡(계/3/1)	15	150000
서초구	서초구 신원동 서초포레스타7단지 59㎡(계/3/2)	15	150000
강남구	강남구 도곡동 대림아크로빌(주상복합) 60㎡(계/1/1)	15	150000
마포구	마포구 염리동 마포자이더센트리지 59㎡(계/3/2)	14.5	149000
서초구	서초구 방배동 방배래미안 59㎡(계/3/2)	14.5	149000
중구	중구 입정동 힐스테이트세운센트럴2단지(주상복합) 59㎡(계/3/2)	14.5	149000
마포구	마포구 공덕동 래미안공덕3차 59㎡(계/3/2)	14.5	147000
동작구	동작구 상도동 e편한세상상도노빌리티 59㎡(계/3/2)	14.5	146000
강동구	강동구 고덕동 고덕그라시움 59㎡(계/3/2)	14.5	145000
서대문구	서대문구 북아현동 e편한세상신촌 59㎡(계/3/2)	14.5	145000
서초구	서초구 서초동 서초한빛삼성 59㎡(계/2/2)	14.5	145000
동작구	동작구 사당동 래미안로이파크 59㎡(계/3/2)	14.5	145000
용산구	용산구 이태원동 남산대림 59㎡(계/3/1)	14.5	145000
마포구	마포구 용강동 래미안 59㎡(계/2/1)	14.5	145000
마포구	마포구 아현동 마포센트럴아이파크 59㎡(계/3/2)	14.5	145000
성동구	성동구 성수동2가 성수롯데캐슬파크 58㎡(계/3/2)	14.5	145000
성동구	성동구 금호동4가 서울숲푸르지오1차 59㎡(계/3/1)	14	143000
영등포구	영등포구 영등포동7가 아크로타워스퀘어 59㎡(계/3/2)	14	143000
성동구	성동구 금호동2가 래미안하이리버 59㎡(계/3/2)	14	140000
양천구	양천구 신정동 목동힐스테이트 59㎡(계/3/2)	14	140000
강남구	강남구 자곡동 강남자곡아이파크 59㎡(계/3/2)	14	140000
마포구	마포구 상수동 래미안밤섬리베뉴I 59㎡(계/3/2)	14	140000
용산구	용산구 효창동 효창파크푸르지오 59㎡(계/3/2)	14	140000
강동구	강동구 상일동 고덕아르테온 59㎡(계/3/2)	14	140000
동작구	동작구 동작동 이수힐스테이트 59㎡(계/3/2)	14	140000
강동구	강동구 고덕동 고덕래미안힐스테이트 59㎡(계/3/2)	14	140000
송파구	송파구 거여동 송파시그니처롯데캐슬 59㎡(계/3/2)	14	140000
성동구	성동구 상왕십리동 텐즈힐2 59㎡(계/3/2)	14	140000
강동구	강동구 고덕동 고덕아이파크 59㎡(계/3/2)	14	140000
양천구	양천구 목동 목동현대1차 59㎡(계/3/1)	14	140000
용산구	용산구 이촌동 그린 59㎡(계/3/1)	14	140000
서초구	서초구 신원동 서초포레스타3단지 59㎡(계/3/2)	14	140000
동작구	동작구 흑석동 흑석한강센트레빌2차 59㎡(계/3/2)	14	140000
마포구	마포구 염리동 염리삼성래미안 59㎡(계/2/1)	14	140000
송파구	송파구 문정동 힐스테이트e편한세상문정 59㎡(계/3/2)	14	140000
용산구	용산구 한남동 한남리첸시아(주상복합) 60㎡(계/3/1)	14	140000
성동구	성동구 금호동4가 서울숲푸르지오1차 59㎡(계/3/2)	13.5	139000
서초구	서초구 신원동 서초포레스타5단지 59㎡(계/3/2)	13.5	139000
마포구	마포구 상수동 래미안밤섬리베뉴II 59㎡(계/3/2)	13.5	138000
서초구	서초구 신원동 서초포레스타6단지 59㎡(계/3/2)	13.5	137000
마포구	마포구 공덕동 공덕래미안4차 59㎡(계/3/2)	13.5	137000
마포구	마포구 용강동 래미안 59㎡(계/3/2)	13.5	137000
용산구	용산구 보광동 리버빌 59㎡(복/3/1)	13.5	137000
용산구	용산구 원효로1가 용산더프라임(주상복합) 56㎡(계/2/1)	13.5	137000
송파구	송파구 오금동 송파레미니스2단지 59㎡(계/3/2)	13.5	137000
성동구	성동구 금호동2가 금호자이1차 59㎡(계/3/2)	13.5	136000
강남구	강남구 세곡동 강남LH1단지(e편한세상) 59㎡(계/3/2)	13.5	135000
성동구	성동구 하왕십리동 센트라스 59㎡(계/3/2)	13.5	135000
강남구	강남구 세곡동 세곡푸르지오 59㎡(계/3/2)	13.5	135000
서초구	서초구 우면동 서초네이처힐7단지 59㎡(계/3/2)	13.5	135000
동작구	동작구 상도동 상도역롯데캐슬파크엘 59㎡(계/3/2)	13.5	135000
강동구	강동구 명일동 래미안솔베뉴 59㎡(계/3/2)	13.5	135000
성동구	성동구 옥수동 옥수삼성 59㎡(복/3/1)	13.5	135000
마포구	마포구 창전동 마포웨스트리버태영데시앙 59㎡(계/3/2)	13.5	135000
강동구	강동구 길동 강동헤리티지자이 59㎡(계/3/2)	13	134700
강동구	강동구 상일동 고덕자이 59㎡(계/3/2)	13	133000
양천구	양천구 신정동 목동신시가지12단지 56㎡(계/2/1)	13	133000
양천구	양천구 신정동 신정아이파크 59㎡(복/3/2)	13	133000
마포구	마포구 신공덕동 신공덕삼성래미안1차 59㎡(계/3/1)	13	133000
동작구	동작구 사당동 두산위브트레지움 59㎡(계/3/2)	13	132000
서초구	서초구 우면동 서초네이처힐6단지 59㎡(계/3/2)	13	132000
동대문구	동대문구 용두동 청량리역해링턴플레이스(주상복합) 59㎡(계/3/2)	13	132000
양천구	양천구 신정동 목동신시가지14단지 55㎡(복/2/1)	13	131000
서초구	서초구 내곡동 서초더샵포레 59㎡(계/3/2)	13	130000
송파구	송파구 장지동 송파위례24단지꿈에그린 59㎡(계/3/2)	13	130000
서초구	서초구 우면동 서초힐스 59㎡(계/3/2)	13	130000
마포구	마포구 창전동 서강해모로 59㎡(계/3/2)	13	130000
영등포구	영등포구 신길동 힐스테이트클래시안 59㎡(계/3/2)	13	130000
마포구	마포구 창전동 서강쌍용예가 59㎡(계/3/2)	13	130000
영등포구	영등포구 신길동 신길센트럴자이 59㎡(계/3/2)	13	130000
송파구	송파구 거여동 e편한세상송파파크센트럴 59㎡(계/3/2)	13	130000
강동구	강동구 성내동 성내올림픽파크한양수자인 59㎡(계/3/2)	13	130000
중구	중구 신당동 청구e편한세상 59㎡(계/3/2)	13	130000
서초구	서초구 내곡동 서초포레스타2단지 59㎡(계/3/2)	13	130000
성동구	성동구 행당동 두산위브 59㎡(계/3/2)	13	130000
영등포구	영등포구 신길동 신길파크자이 59㎡(계/3/2)	13	130000
강서구	강서구 마곡동 마곡엠밸리12단지 59㎡(계/3/2)	13	130000
용산구	용산구 효창동 용산데시앙포레 59㎡(계/3/2)	13	130000
양천구	양천구 목동 현대2차 57㎡(계/3/1)	13	130000
용산구	용산구 원효로1가 용산더프라임(주상복합) 55㎡(계/2/1)	13	130000
영등포구	영등포구 신길동 보라매SK뷰 59㎡(계/3/2)	12.5	129500
송파구	송파구 석촌동 잠실한솔 59㎡(계/3/1)	12.5	129000
동작구	동작구 상도동 힐스테이트상도프레스티지 59㎡(계/3/2)	12.5	129000
광진구	광진구 자양동 호반써밋자양(주상복합) 59㎡(계/3/2)	12.5	129000
광진구	광진구 광장동 광장현대5단지 59㎡(계/2/1)	12.5	128000
강동구	강동구 상일동 고덕센트럴아이파크 59㎡(계/3/2)	12.5	128000
성동구	성동구 하왕십리동 왕십리자이 59㎡(계/3/2)	12.5	128000
마포구	마포구 공덕동 삼성래미안공덕2차 59㎡(계/3/2)	12.5	128000
송파구	송파구 가락동 가락금호 59㎡(복/3/1)	12.5	128000
서대문구	서대문구 북아현동 힐스테이트신촌 55㎡(계/3/1)	12.5	128000
강남구	강남구 일원동 수서12단지 59㎡(계/3/1)	12.5	127000
동작구	동작구 상도동 힐스테이트상도센트럴파크 59㎡(계/3/2)	12.5	127000
광진구	광진구 자양동 우방리버파크 59㎡(복/3/1)	12.5	127000
영등포구	영등포구 신길동 래미안에스티움 59㎡(계/3/2)	12.5	126500
강동구	강동구 상일동 고덕롯데캐슬베네루체 59㎡(계/3/2)	12.5	126000
성동구	성동구 금호동3가 금호자이2차 59㎡(계/3/2)	12.5	126000
강남구	강남구 일원동 수서12단지 59㎡(복/3/1)	12.5	125000
강동구	강동구 천호동 래미안강동팰리스(주상복합) 59㎡(계/3/1)	12.5	125000
서대문구	서대문구 북아현동 신촌푸르지오 59㎡(계/3/2)	12.5	125000
광진구	광진구 구의동 래미안파크스위트 59㎡(계/3/2)	12.5	125000
송파구	송파구 장지동 송파파인타운8단지 59㎡(계/3/2)	12.5	125000
강서구	강서구 마곡동 마곡13단지힐스테이트마스터 59㎡(계/3/2)	12.5	125000
은평구	은평구 증산동 DMC센트럴자이 59㎡(계/3/2)	12.5	125000
동대문구	동대문구 전농동 래미안크레시티 59㎡(계/3/2)	12.5	125000
송파구	송파구 장지동 송파파인타운9단지 59㎡(계/3/2)	12.5	125000
서초구	서초구 우면동 호반써밋서초파크 59㎡(계/3/2)	12.5	125000
강서구	강서구 마곡동 마곡엠밸리15단지 59㎡(계/3/2)	12.5	125000
송파구	송파구 가락동 극동 59㎡(복/2/1)	12.5	125000
동작구	동작구 상도동 상도더샵1차 59㎡(계/3/2)	12.5	125000
은평구	은평구 수색동 DMC SK뷰 59㎡(계/3/2)	12.5	125000
강서구	강서구 마곡동 마곡엠밸리8단지 59㎡(계/3/2)	12.5	125000
영등포구	영등포구 영등포동8가 당산푸르지오 59㎡(계/3/1)	12.5	125000
성동구	성동구 상왕십리동 텐즈힐2 55㎡(계/2/1)	12.5	125000
양천구	양천구 목동 목동성원(9268) 59㎡(계/3/1)	12.5	125000
송파구	송파구 가락동 가락쌍용1차 59㎡(계/3/1)	12	123000
송파구	송파구 장지동 송파더센트레 59㎡(계/3/2)	12	123000
성동구	성동구 성수동1가 쌍용 59㎡(계/3/1)	12	123000
성동구	성동구 행당동 서울숲한신더휴 59㎡(계/3/2)	12	123000
마포구	마포구 신공덕동 신공덕삼성래미안3차 59㎡(계/3/2)	12	123000
강서구	강서구 마곡동 마곡힐스테이트 59㎡(계/3/2)	12	123000
영등포구	영등포구 신길동 래미안프레비뉴 59㎡(계/3/2)	12	122000
마포구	마포구 대흥동 대흥태영(마포태영) 59㎡(복/3/1)	12	122000
광진구	광진구 광장동 광장현대파크빌10차 59㎡(계/2/1)	12	122000
동대문구	동대문구 전농동 동대문롯데캐슬노블레스 59㎡(계/3/2)	12	121000
동대문구	동대문구 용두동 래미안엘리니티 59㎡(계/3/2)	12	121000
광진구	광진구 광장동 현대8단지 59㎡(복/3/1)	12	121000
송파구	송파구 오금동 송파레미니스1단지 59㎡(계/3/2)	12	121000
송파구	송파구 가락동 가락우성1차 58㎡(복/2/1)	12	120000
송파구	송파구 가락동 가락금호 59㎡(복/3/2)	12	120000
서대문구	서대문구 북아현동 힐스테이트신촌 59㎡(계/3/2)	12	120000
송파구	송파구 장지동 송파파인타운10단지 59㎡(계/3/2)	12	120000
강서구	강서구 염창동 e편한세상염창 59㎡(계/3/2)	12	120000
중구	중구 중림동 중림삼성사이버빌리지 59㎡(계/3/1)	12	120000
광진구	광진구 광장동 현대9단지 59㎡(계/3/1)	12	120000
동대문구	동대문구 답십리동 힐스테이트청계 59㎡(계/3/2)	12	120000
마포구	마포구 염리동 염리삼성래미안 59㎡(계/3/1)	12	120000
마포구	마포구 창전동 창전현대홈타운 59㎡(복/3/2)	12	120000
강서구	강서구 마곡동 마곡엠밸리9단지 59㎡(계/3/2)	12	120000
강서구	강서구 가양동 강서한강자이 59㎡(계/3/2)	12	120000
송파구	송파구 가락동 미륭 60㎡(복/2/1)	12	120000
강남구	강남구 세곡동 강남신동아파밀리에1단지 59㎡(계/3/2)	12	120000
강동구	강동구 암사동 힐스테이트강동리버뷰 59㎡(계/3/2)	12	120000
강서구	강서구 마곡동 마곡엠밸리11단지 59㎡(계/3/2)	12	120000
은평구	은평구 수색동 DMC아트포레자이 59㎡(계/3/2)	12	120000
성동구	성동구 응봉동 대림강변타운 59㎡(계/3/1)	12	120000
강남구	강남구 율현동 강남한신휴플러스6단지 59㎡(계/3/2)	11.5	119000
마포구	마포구 망원동 마포한강아이파크 59㎡(계/3/2)	11.5	119000
용산구	용산구 도원동 도원삼성래미안 59㎡(계/3/1)	11.5	119000
동대문구	동대문구 용두동 e편한세상청계센트럴포레 59㎡(계/3/2)	11.5	119000
강동구	강동구 암사동 강동롯데캐슬퍼스트 59㎡(계/3/2)	11.5	119000
성동구	성동구 금호동3가 금호1차푸르지오 59㎡(계/3/1)	11.5	119000
동작구	동작구 신대방동 보라매자이더포레스트 59㎡(계/3/2)	11.5	119000
마포구	마포구 공덕동 공덕삼성 59㎡(복/2/1)	11.5	118500
양천구	양천구 목동 목동금호1차 59㎡(복/3/1)	11.5	118000
강동구	강동구 상일동 고덕숲아이파크 59㎡(계/3/2)	11.5	118000
양천구	양천구 신정동 래미안목동아델리체 59㎡(계/3/2)	11.5	118000
성동구	성동구 금호동4가 금호대우 59㎡(계/3/1)	11.5	118000
동작구	동작구 상도동 상도브라운스톤 59㎡(계/3/2)	11.5	118000
광진구	광진구 구의동 현대프라임 59㎡(복/3/1)	11.5	118000
강동구	강동구 길동 e편한세상강동에코포레 59㎡(계/3/2)	11.5	117000
영등포구	영등포구 신길동 신길센트럴아이파크 59㎡(계/3/2)	11.5	117000
성북구	성북구 길음동 길음역롯데캐슬트윈골드(주상복합) 59㎡(계/3/2)	11.5	117000
성동구	성동구 행당동 서울숲행당푸르지오 59㎡(계/3/2)	11.5	116000
동대문구	동대문구 답십리동 래미안위브 59㎡(계/3/2)	11.5	116000
성북구	성북구 길음동 롯데캐슬클라시아 59㎡(계/3/2)	11.5	116000
양천구	양천구 목동 목동성원(9268) 58㎡(계/3/1)	11.5	116000
마포구	마포구 성산동 성산시영 59㎡(복/3/1)	11.5	115000
송파구	송파구 가락동 가락쌍용2차 59㎡(계/3/1)	11.5	115000
성동구	성동구 행당동 서울숲한신더휴 59㎡(계/2/1)	11.5	115000
동작구	동작구 상도동 래미안상도3차 59㎡(계/3/2)	11.5	115000
영등포구	영등포구 당산동4가 당산현대5차 59㎡(계/3/1)	11.5	115000
동작구	동작구 노량진동 쌍용예가 59㎡(계/3/2)	11.5	115000
마포구	마포구 현석동 강변힐스테이트 59㎡(복/3/2)	11.5	115000
성동구	성동구 성수동1가 현대 59㎡(복/2/1)	11.5	115000
성동구	성동구 응봉동 서울숲리버그린동아 59㎡(계/3/2)	11.5	115000
서대문구	서대문구 홍제동 서대문푸르지오센트럴파크 59㎡(계/3/2)	11.5	115000
송파구	송파구 가락동 가락쌍용스윗닷홈3차(101~104동) 59㎡(계/3/2)	11.5	115000
동작구	동작구 본동 유원강변 59㎡(계/2/1)	11.5	115000
광진구	광진구 자양동 삼성 59㎡(복/3/1)	11.5	115000
강서구	강서구 화곡동 우장산숲아이파크 59㎡(계/3/2)	11.5	115000
성동구	성동구 하왕십리동 왕십리KCC스위첸 59㎡(계/3/2)	11.5	115000
양천구	양천구 신정동 호반써밋목동 59㎡(계/3/2)	11.5	115000
송파구	송파구 가락동 가락금호 59㎡(복/2/1)	11.5	115000
용산구	용산구 원효로4가 강변삼성스위트 59㎡(복/3/1)	11	114500
성동구	성동구 금호동1가 금호삼성래미안 59㎡(계/3/2)	11	114500
광진구	광진구 구의동 현대프라임 59㎡(복/2/1)	11	114000
동작구	동작구 상도동 상도푸르지오클라베뉴 59㎡(계/3/2)	11	114000
광진구	광진구 광장동 광장현대3단지 59㎡(계/2/1)	11	113000
강동구	강동구 암사동 프라이어팰리스 59㎡(계/3/2)	11	113000
강서구	강서구 염창동 염창한화꿈에그린1차 59㎡(계/3/2)	11	113000
광진구	광진구 자양동 자양2차현대 59㎡(계/3/1)	11	113000
영등포구	영등포구 도림동 영등포아트자이 59㎡(계/3/2)	11	113000
동대문구	동대문구 답십리동 래미안미드카운티 59㎡(계/3/2)	11	112000
마포구	마포구 현석동 밤섬현대 59㎡(복/3/1)	11	112000
성동구	성동구 마장동 왕십리금호어울림 59㎡(계/3/1)	11	112000
동작구	동작구 사당동 사당우성2단지 59㎡(복/2/1)	11	112000
용산구	용산구 산천동 리버힐삼성 59㎡(복/3/1)	11	111000
광진구	광진구 자양동 우성7차 59㎡(복/3/1)	11	111000
마포구	마포구 염리동 염리삼성래미안 59㎡(복/3/1)	11	111000
동대문구	동대문구 답십리동 답십리파크자이 59㎡(계/3/2)	11	111000
강서구	강서구 내발산동 우장산힐스테이트 59㎡(계/3/2)	11	111000
동작구	동작구 사당동 사당롯데캐슬골든포레 59㎡(계/3/2)	11	111000
강남구	강남구 자곡동 강남자곡힐스테이트 59㎡(복/3/1)	11	110000
서대문구	서대문구 남가좌동 DMC파크뷰자이 59㎡(계/3/2)	11	110000
성북구	성북구 길음동 래미안길음센터피스 59㎡(계/3/2)	11	110000
강서구	강서구 화곡동 강서힐스테이트 59㎡(계/3/2)	11	110000
성동구	성동구 행당동 행당한진타운 59㎡(복/3/1)	11	110000
영등포구	영등포구 당산동5가 당산효성1차 59㎡(계/3/1)	11	110000
서대문구	서대문구 냉천동 돈의문센트레빌 59㎡(계/3/2)	11	110000
마포구	마포구 창전동 창전삼성(창전래미안) 59㎡(계/3/1)	11	110000
마포구	마포구 도화동 현대홈타운 59㎡(계/3/1)	11	110000
강동구	강동구 고덕동 고덕센트럴푸르지오(주상복합) 59㎡(계/3/2)	11	110000
중구	중구 신당동 래미안하이베르 59㎡(계/3/2)	11	110000
은평구	은평구 녹번동 래미안베라힐즈 59㎡(계/3/2)	11	110000
용산구	용산구 원효로1가 용산더프라임(주상복합) 59㎡(계/2/1)	11	110000
영등포구	영등포구 양평동1가 영등포중흥S클래스 59㎡(계/3/2)	11	110000
영등포구	영등포구 신길동 더샵파크프레스티지 59㎡(계/3/2)	11	110000
은평구	은평구 수색동 DMCSK뷰아이파크포레 59㎡(계/3/2)	11	110000
광진구	광진구 광장동 상록타워 60㎡(복/2/1)	11	110000
서대문구	서대문구 남가좌동 DMC금호리첸시아 59㎡(계/3/2)	11	110000
광진구	광진구 자양동 자양7차현대홈타운 59㎡(계/3/1)	11	110000
서대문구	서대문구 홍제동 홍제센트럴아이파크 59㎡(계/3/2)	10.5	109000
서초구	서초구 우면동 우면한라 59㎡(계/3/1)	10.5	109000
